адегенде,adv,,
аз гана,adv,,
аз да болсо,adv,,
азыр,adv,,
азырынча,adv,,
акыры,adv,,
алгач,adv,,
алда кайда,adv,,
алдыда,adv,,
алдын ала,adv,,
алдын-ала,adv,,
али,adv,,
анан,adv,,
англисче,adv,,
анда-санда,adv,,
андан кийин,adv,,
анчалык,adv,,
апачык,adv,,
ар дайым,adv,,
ар күн,adv,,
араң,adv,,
араң-араң,adv,,
ары-бери,adv,,
астыртан,adv,,
атайлап,adv,,
атайы,adv,,
атын атап,adv,,
ачык эле,adv,,
баары бир,adv,,
байма-бай,adv,,
бар болгону,adv,,
бара жатып,adv,,
бара-бара,adv,,
барган сайын,adv,,
бардыгы,adv,,
бардыгын,adv,,
барынча,adv,,
бат,adv,,
бат эле,adv,,
бая,adv,,
бир далай,adv,,
бираз,adv,,
бирин-серин,adv,,
биротоло,adv,,
болушунча,adv,,
бул жолу,adv,,
быйыл,adv,,
былтыр,adv,,
бүгүн,adv,,
дагы эле,adv,,
дайым,adv,,
дайыма,adv,,
дал,adv,,
дал өзүндөй,adv,,
дароо,adv,,
дээрлик,adv,,
ең,adv,,
жалт,adv,,
жапырт,adv,,
жартылай,adv,,
жарым-жартылай,adv,,
жаңы эле,adv,,
жок дегенде,adv,,
жылдап,adv,,
жылдардан бери,adv,,
жым,adv,,
жөн эле,adv,,
зордоп,adv,,
илгери,adv,,
имиш,adv,,
ичкери,adv,,
иши кылып,adv,,
кайра,adv,,
кайрадан,adv,,
кайтадан,adv,,
кандай болсо да,adv,,
канчалаган,adv,,
капысынан,adv,,
кескин,adv,,
кечээ,adv,,
кийинчерээк,adv,,
кокус,adv,,
кокусунан,adv,,
курт,adv,,
куртча,adv,,
кыйла,adv,,
кып,adv,,
кыскача,adv,,
күн,adv,,
күн сайын эртең менен,adv,,
күндүз,adv,,
күндүзү,adv,,
күтүүсүздөн,adv,,
көбүнчө,adv,,
көз көрүнө,adv,,
көрсө,adv,,
мурда,adv,,
мындайча,adv,,
нары,adv,,
негизи,adv,,
немисче,adv,,
оп,adv,,
ошентип,adv,,
ошол замат,adv,,
ошончолук,adv,,
оюмча,adv,,
пайдасыз,adv,,
саал,adv,,
сырткары,adv,,
сыягы,adv,,
сөзмө-сөз,adv,,
тажикче,adv,,
такыр,adv,,
таптакыр,adv,,
тездик менен,adv,,
тек,adv,,
тескерисинче,adv,,
тим эле,adv,,
тирүү кезинде,adv,,
тобу менен,adv,,
толугу менен,adv,,
түздөн түз,adv,,
түздөн-түз,adv,,
түндөсү,adv,,
түркмөнчө,adv,,
украинче,adv,,
ушу тапта,adv,,
ушуга чейин,adv,,
ушундайча,adv,,
чалп,adv,,
чогу,adv,,
чогуу,adv,,
шарттуу,adv,,
ылдый,adv,,
ырас,adv,,
эми,adv,,
эмне үчүн,adv,,
эптеп-септеп,adv,,
эртең,adv,,
эртең менен,adv,,
эч,adv,,
эч качан,adv,,
эчак,adv,,
эң,adv,,
үстүртөн,adv,,
өз алдынча,adv,,
өзбекче,adv,,
өтүнүч,adv,,
өтө,adv,,
өтө эле,adv,,
бүгүнкү,adv,,
улам,adv,,
так,adv,,
тең,adv,,
алдында,adv,,
баягы,adv,,
мындан,adv,,
замат,adv,,
өзүнчө,adv,,
алдынча,adv,,
тынч,adv,,
айрыкча,adv,,
ашык,adv,,
анча,adv,,
даана,adv,,
ушунча,adv,,
алдындагы,adv,,
небак,adv,,
өгүнү,adv,,
бүрсүгүнү,adv,,
эбак,adv,,
мурдагүнү,adv,,
ылдам,adv,,
жай,adv,,
тез,adv,,
кеч,adv,,
аздыр,adv,,
жогору,adv,,
кийин,adv,,
ары,adv,,
бери,adv,,
эрте,adv,,
чапчаң,adv,,
тескери,adv,,
күздөй,adv,,
кыштай,adv,,
күздү-күздөй,adv,,
кышты-кыштай,adv,,
жазды-жаздай,adv,,
жайды-жайлай,adv,,
акчалай,adv,,
утурлай,adv,,
ылдамдай,adv,,
бекерге,adv,,
алга,adv,,
зорго,adv,,
күнүгө,adv,,
жылыга,adv,,
кээде,adv,,
күндө,adv,,
абалтан,adv,,
эзелтен,adv,,
эмитен,adv,,
жанатан,adv,,
акырын,adv,,
тымызын,adv,,
күнүн,adv,,
түнүн,adv,,
кышын,adv,,
жазын,adv,,
жайын,adv,,
күзүн,adv,,
эртеден,adv,,
мурдатан,adv,,
баштатан,adv,,
арытан,adv,,
беритен,adv,,
беритеден,adv,,
арытадан,adv,,
ыкчам,adv,,
күнгө,adv,,
түштө,adv,,
өйдө,adv,,
кокустан,adv,,
мурунтан,adv,,
азыртан,adv,,
кечкурун,adv,,
төмөн,adv,,
белен,adv,,
илгертеден,adv,,
ичкертеден,adv,,
жогортон,adv,,
жогортодон,adv,,
баягүнү,adv,,
капкачан,adv,,
кечке,adv,,
эртеңдерден,adv,,
бүрсүгүндөрдөн,adv,,
аргасыздан,adv,,
эрксизден,adv,,
жиндиликтен,adv,,
атайын,adv,,
аста,adv,,
адамча,adv,,
айбанча,adv,,
бирге,adv,,
каадасынча,adv,,
адатынча,adv,,
мурункусунча,adv,,
кайта,adv,,
жайбаракат,adv,,
бачым,adv,,
ушунчалык,adv,,
кайра-кайра,adv,,
тез-тез,adv,,
бат-бат,adv,,
алыс-алыс,adv,,
илгери-илгери,adv,,
кез-кез,adv,,
ылдам-ылдам,adv,,
мурда-мурда,adv,,
сүйлөй-сүйлөй,adv,,
кезек-кезек,adv,,
каптап-каптап,adv,,
өйдө-ылдый,adv,,
чогуу-чаран,adv,,
өйдө-төмөн,adv,,
илгери-кийин,adv,,
олбуй-солбуй,adv,,
астын-үстүн,adv,,
эртели-кеч,adv,,
жайы-кышы,adv,,
оңду-солду,adv,,
кез-кезде,adv,,
аз-аздан,adv,,
бат-баттан,adv,,
топ-топтон,adv,,
андан-мындан,adv,,
ойдон-тоодон,adv,,
кээде-кээде,adv,,
күндө-күндө,adv,,
анда-мында,adv,,
оозмо-ооз,adv,,
көзмө-көз,adv,,
бетме-бет,adv,,
жекеме-жеке,adv,,
колмо-кол,adv,,
айылма-айыл,adv,,
жүзмө-жүз,adv,,
шаарма-шаар,adv,,
түтүнмө-түнүн,adv,,
эртедир-кечтир,adv,,
күндүр-түндүр,adv,,
жайдыр-кыштыр,adv,,
катар-катар,adv,,
ачык-айкын,adv,,
соо-саламат,adv,,
аман-эсен,adv,,
ала-сала,adv,,
кайта-кайта,adv,,
бүгүн-эртең,adv,,
эртең-бүрсүгүндөрдөн,adv,,
ачыктан-ачык,adv,,
ээн-эркин,adv,,
аста-секин,adv,,
үстү-үстүнө,adv,,
улам-улам,adv,,
үстөкө-босток,adv,,
уйгу-туйгу,adv,,
алка-шалка,adv,,
абыр-шыбыр,adv,,
ыйкы-тыйкы,adv,,
аз-маз,adv,,
бир-бирден,adv,,
көп-көптөн,adv,,
эки,num,num_card,
бир,num,num_card,
үч,num,num_card,
төрт,num,num_card,
беш,num,num_card,
алты,num,num_card,
жети,num,num_card,
сегиз,num,num_card,
тогуз,num,num_card,
он,num,num_card,
жыйырма,num,num_card,
отуз,num,num_card,
кырк,num,num_card,
элүү,num,num_card,
жетимиш,num,num_card,
алтымыш,num,num_card,
сексен,num,num_card,
токсон,num,num_card,
жүз,num,num_card,
миң,num,num_card,
миллион,num,num_card,
миллиард,num,num_card,
триллион,num,num_card,
квадриллион,num,num_card,
квинтиллион,num,num_card,
секстиллион,num,num_card,
септиллион,num,num_card,
октиллион,num,num_card,
нониллион,num,num_card,
мен,pn,pn_pers,1sg
сен,pn,pn_pers,2sg
ал,pn,pn_pers,3sg
сиз,pn,pn_pers,2sgf
силер,pn,pn_pers,2pl
сиздер,pn,pn_pers,2plf
биз,pn,pn_pers,1pl
алар,pn,pn_pers,3pl
бу,pn,pn_dem,
бул,pn,pn_dem,
ушу,pn,pn_dem,
ушул,pn,pn_dem,
ошо,pn,pn_dem,
ошол,pn,pn_dem,
тиги,pn,pn_dem,
тигил,pn,pn_dem,
тетиги,pn,pn_dem,
тетигил,pn,pn_dem,
тээ тигил,pn,pn_dem,
ким,pn,pn_itg,
эмне,pn,pn_itg,
не,pn,pn_itg,
кандай,pn,pn_itg,
кайсы,pn,pn_itg,
кай,pn,pn_itg,
канча,pn,pn_itg,
нече,pn,pn_itg,
кайдан,pn,pn_itg,
качан,pn,pn_itg,
кайда,pn,pn_itg,
кана,pn,pn_itg,
кайсыл,pn,pn_itg,
кантип,pn,pn_itg,
эч ким,pn,pn_neg,
эч нерсе,pn,pn_neg,
эчтеме,pn,pn_neg,
эч кандай,pn,pn_neg,
эч качан,pn,pn_neg,
эч кайда,pn,pn_neg,
эч кайдан,pn,pn_neg,
эч бир,pn,pn_neg,
бүт,pn,pn_qnt,
бүтүн,pn,pn_qnt,
бүткүл,pn,pn_qnt,
баары,pn,pn_qnt,
бардык,pn,pn_qnt,
ар ким,pn,pn_qnt,
ар нерсе,pn,pn_qnt,
ар бир,pn,pn_qnt,
ар кайсы,pn,pn_qnt,
ар кандай,pn,pn_qnt,
өз,pn,pn_qnt,
өзү,pn,pn_qnt,
алда ким,pn,pn_ind,
алда эмне,pn,pn_ind,
алда не,pn,pn_ind,
алда кандай,pn,pn_ind,
алда качан,pn,pn_ind,
алда канча,pn,pn_ind,
алда нече,pn,pn_ind,
алда кайда,pn,pn_ind,
алда кайдан,pn,pn_ind,
кимдир бирөө,pn,pn_ind,
кандайдыр бир,pn,pn_ind,
качандыр бир,pn,pn_ind,
эмнегидир,pn,pn_ind,
негедир,pn,pn_ind,
бир нерсе,pn,pn_ind,
бир неме,pn,pn_ind,
бир деме,pn,pn_ind,
бир демке,pn,pn_ind,
неме,pn,pn_ind,
кайсы бир,pn,pn_ind,
кай бир,pn,pn_ind,
кээ бир,pn,pn_ind,
бири,pn,pn_ind,
кайсы бирөө,pn,pn_ind,
бирдеме,pn,pn_ind,
ура-а,intrj,,
ай-ай-ай,intrj,,
тсс,intrj,,
чүшш,intrj,,
бөө,intrj,,
шүк,intrj,,
чү-чү,intrj,,
тү-тү-тү,intrj,,
өш-өш,intrj,,
чойт-чойт,intrj,,
кыруу-кыруу,intrj,,
күчү-күчү,intrj,,
хы,intrj,,
чиге,intrj,,
пыш,intrj,,
тү-тү,intrj,,
саламатсызбы,intrj,,
ассаломалейкум,intrj,,
алейкумассалам,intrj,,
ыракмат,intrj,,
бар болуңуз,intrj,,
арыбаңыз,intrj,,
жакшы турасыңбы,intrj,,
эсенсизби,intrj,,
саламатсыңарбы,intrj,,
саламатчылык,intrj,,
оо,intrj,,
ура,intrj,,
ураа,intrj,,
кобур-собур,imit,,
күбүр-шыбыр,imit,,
күңк-мыңк,imit,,
корс-корс,imit,,
карс-карс,imit,,
шыр,imit,,
чыйт,imit,,
бырс,imit,,
кыш-кыш,imit,,
ха-ха,imit,,
кажы-кужу,imit,,
кор-кор,imit,,
апчхи,imit,,
арс-арс,imit,,
дабыр-дүбур,imit,,
каак,imit,,
бутпылдык,imit,,
чыйт-чыйт,imit,,
дың-дың,imit,,
ыз-ыз,imit,,
ышш-ышш,imit,,
даң,imit,,
калдыр-кулдур,imit,,
тык-тык,imit,,
карс,imit,,
качыр-кучур,imit,,
дүп,imit,,
дүңгүр,imit,,
шалдыр-шулдур,imit,,
шуу,imit,,
балч,imit,,
былч,imit,,
шылдыр,imit,,
болк-болк,imit,,
кыйч-кыйч,imit,,
күр-күр,imit,,
шатыр-шатыр,imit,,
тарс,imit,,
аксаң,imit,,
бүкүрөң,imit,,
серең-серең,imit,,
үрпөң,imit,,
жылт,imit,,
жарк,imit,,
жарк-журк,imit,,
дирт,imit,,
селт,imit,,
тайраң-тайраң,imit,,
арбаң-тарбаң,imit,,
опоң-опоң,imit,,
тыртаң-тыртаң,imit,,
делдең,imit,,
шып,imit,,
кылт,imit,,
гана,cnj,,
эле,cnj,,
да,cnj,,
дагы,cnj,,
дегеле,cnj,,
деле,cnj,,
деги,cnj,,
ээ,cnj,,
ыя,cnj,,
го,cnj,,
миш,cnj,,
гой,cnj,,
эч,cnj,,
бейм,cnj,,
беле,cnj,,
кап,cnj,,
нак,cnj,,
как,cnj,,
түк,cnj,,
эң,cnj,,
өтө,cnj,,
аябай,cnj,,
куду,cnj,,
ылгый,cnj,,
өңчөй,cnj,,
өңкөй,cnj,,
чылк,cnj,,
чылкый,cnj,,
чымкый,cnj,,
дал,cnj,,
так,cnj,,
мурун,cnj,,
кийин,cnj,,
соң,cnj,,
башка,cnj,,
бөлөк,cnj,,
бетер,cnj,,
башкап,cnj,,
тартып,cnj,,
тарта,cnj,,
илгери,cnj,,
тышкары,cnj,,
кээ,cnj,,
абдан,cnj,,
жана,cnj,,
ошондо,cnj,,
көздөй,post,,
карай,post,,
карата,post,,
катар,post,,
ката,post,,
караганда,post,,
жараша,post,,
чейин,post,,
дейре,post,,
жете,post,,
көрө,post,,
көрөк,post,,
көрөкчө,post,,
ары,post,,
бери,post,,
мурун,post,,
кийин,post,,
соң,post,,
башка,post,,
бөлөк,post,,
бетер,post,,
башкап,post,,
тартып,post,,
тарта,post,,
илгери,post,,
тышкары,post,,
бекен,post,,
албетте,mod,,
арийне,mod,,
чындыгында,mod,,
ырас,mod,,
сөзсүз,mod,,
шексиз,mod,,
тийиш,mod,,
балким,mod,,
болжолу,mod,,
чамасы,mod,,
сыягы,mod,,
кыясы,mod,,
мүмкүн,mod,,
ыктымал,mod,,
чыгар,mod,,
окшойт,mod,,
өңдөнөт,mod,,
сыяктуу,mod,,
көрсө,mod,,
кыскасы,mod,,
кана,mod,,
кантейин,mod,,
акыры,mod,,
айтор,mod,,
этимал,mod,,
макул,mod,,
мейли,mod,,
кокус,mod,,
мисалы,mod,,
биринчиден,mod,,
экинчиден,mod,,
билесиңби,mod,,
ким билсин,mod,,
менимче,mod,,
тескерисинче,mod,,
алсак,mod,,
айталы,mod,,
керек,mod,,
зарыл,mod,,
баса,mod,,
ары,part,,
нары,part,,
жана,part,,
да,part,,
дагы,part,,
дале,part,,
деле,part,,
менен,part,,
эгерде,part,,
бирок,part,,
не,part,,
ошондуктан,part,,
андыктан,part,,
анткени,part,,
себеби,part,,
эгер,part,,
же,part,,
